donation_id,donation_date,food_category,source,weight_kg
1172,2025-04-28,Canned goods,Local Farm,47.5
1173,2025-09-03,Dry goods,Individual,33.5
1174,2025-01-03,Beverages,Community Drive,46.9
1175,2025-07-31,Beverages,Local Farm,9.8
1176,2025-02-25,Fresh produce,Community Drive,2.6
1177,2025-01-07,Frozen,Individual,36.6
1178,2025-05-01,Dry goods,Community Drive,6.0
1179,2025-04-26,Beverages,Corporate Gift,13.9
1180,2025-02-06,Canned goods,Corporate Gift,1.9
1181,2025-06-01,Dairy,Supermarket Co,12.4
1182,2025-01-01,Beverages,Local Farm,1.7
1183,2025-02-12,Fresh produce,Individual,16.6
1184,2025-05-08,Fresh produce,Corporate Gift,45.9
1185,2025-06-05,Dry goods,Local Farm,22.5
1186,2025-07-20,Beverages,Corporate Gift,17.8
1187,2025-02-10,Fresh produce,Supermarket Co,31.3
1188,2025-08-18,Canned goods,Corporate Gift,41.8
1189,2025-06-08,Beverages,Local Farm,23.8
1190,2025-01-04,Dairy,Community Drive,26.9
1191,2025-02-06,Dry goods,Supermarket Co,10.7
1192,2025-04-01,Dry goods,Local Farm,26.8
1193,2025-05-06,Bakery,Supermarket Co,45.6
1194,2025-01-16,Frozen,Corporate Gift,37.8
1195,2025-05-30,Dairy,Corporate Gift,42.8
1196,2025-08-26,Dry goods,Supermarket Co,16.7
1197,2025-01-05,Dairy,Local Farm,27.0
1198,2025-07-02,Dairy,Individual,42.7
1199,2025-06-23,Bakery,Supermarket Co,38.3
1200,2025-02-23,Fresh produce,Supermarket Co,22.6
1201,2025-06-18,Frozen,Corporate Gift,38.6
1202,2025-08-30,Beverages,Local Farm,12.0
1203,2025-03-08,Beverages,Local Farm,40.5
1204,2025-03-07,Dry goods,Community Drive,1.7
1205,2025-05-13,Beverages,Individual,30.7
1206,2025-07-15,Fresh produce,Community Drive,22.4
1207,2025-02-18,Canned goods,Corporate Gift,22.8
1208,2025-06-10,Fresh produce,Local Farm,32.0
1209,2025-04-16,Frozen,Community Drive,11.6
1210,2025-06-13,Fresh produce,Corporate Gift,12.4
1211,2025-04-26,Fresh produce,Local Farm,44.1
1212,2025-06-01,Beverages,Community Drive,49.4
1213,2025-01-11,Fresh produce,Individual,16.3
1214,2025-08-17,Frozen,Community Drive,1.9
1215,2025-05-29,Canned goods,Local Farm,48.1
1216,2025-04-30,Dairy,Supermarket Co,32.5
1217,2025-04-20,Beverages,Individual,44.2
1218,2025-02-28,Bakery,Individual,29.6
1219,2025-05-20,Dry goods,Local Farm,12.6
1220,2025-03-13,Canned goods,Individual,2.9
1221,2025-01-24,Dry goods,Individual,19.7
1222,2025-02-27,Frozen,Supermarket Co,20.2
1223,2025-04-17,Dry goods,Community Drive,8.2
1224,2025-08-09,Frozen,Individual,20.3
1225,2025-05-02,Dairy,Community Drive,26.1
1226,2025-07-21,Canned goods,Community Drive,46.2
1227,2025-05-30,Canned goods,Community Drive,33.5
1228,2025-02-14,Canned goods,Supermarket Co,35.5
1229,2025-01-05,Beverages,Community Drive,33.2
1230,2025-04-06,Frozen,Corporate Gift,10.5
1231,2025-01-15,Bakery,Individual,35.6
1232,2025-07-10,Dry goods,Corporate Gift,5.5
1233,2025-05-18,Frozen,Corporate Gift,8.3
1234,2025-04-10,Bakery,Community Drive,37.5
1235,2025-05-22,Frozen,Individual,45.4
1236,2025-02-28,Beverages,Supermarket Co,48.8
1237,2025-02-26,Dry goods,Individual,1.9
1238,2025-03-20,Beverages,Corporate Gift,24.1
1239,2025-08-14,Fresh produce,Supermarket Co,43.1
1240,2025-06-12,Dairy,Community Drive,31.4
1241,2025-05-25,Canned goods,Local Farm,31.5
1242,2025-08-31,Canned goods,Supermarket Co,9.1
1243,2025-08-13,Canned goods,Community Drive,47.4
1244,2025-06-25,Dry goods,Community Drive,9.3
1245,2025-05-04,Fresh produce,Supermarket Co,6.6
1246,2025-03-16,Fresh produce,Individual,37.7
1247,2025-06-29,Bakery,Community Drive,20.2
1248,2025-03-26,Dry goods,Supermarket Co,48.6
1249,2025-02-02,Fresh produce,Supermarket Co,31.9
1250,2025-04-15,Canned goods,Local Farm,25.3
1251,2025-05-17,Beverages,Corporate Gift,39.9
1252,2025-02-14,Dairy,Community Drive,37.0
1253,2025-03-21,Bakery,Corporate Gift,44.9
1254,2025-01-07,Beverages,Local Farm,44.8
1255,2025-02-27,Dairy,Individual,14.6
1256,2025-03-31,Dairy,Community Drive,6.2
1257,2025-06-03,Bakery,Supermarket Co,38.0
1258,2025-03-22,Dry goods,Local Farm,8.3
1259,2025-06-28,Fresh produce,Community Drive,25.9
1260,2025-02-11,Dairy,Individual,1.3
1261,2025-04-22,Bakery,Supermarket Co,17.0
1262,2025-08-01,Fresh produce,Local Farm,16.1
1263,2025-03-18,Dairy,Community Drive,38.7
1264,2025-04-19,Canned goods,Community Drive,27.0
1265,2025-07-12,Canned goods,Corporate Gift,41.8
1266,2025-03-04,Dairy,Community Drive,8.8
1267,2025-02-07,Beverages,Local Farm,22.9
1268,2025-01-02,Frozen,Corporate Gift,43.9
1269,2025-02-08,Fresh produce,Local Farm,10.0
1270,2025-01-01,Frozen,Community Drive,29.5
1271,2025-05-20,Fresh produce,Individual,17.4
1272,2025-05-03,Bakery,Community Drive,3.6
1273,2025-09-01,Beverages,Supermarket Co,33.0
1274,2025-05-18,Beverages,Corporate Gift,27.6
1275,2025-02-19,Canned goods,Individual,39.7
1276,2025-05-10,Fresh produce,Supermarket Co,35.3
1277,2025-01-05,Beverages,Individual,31.8
1278,2025-06-13,Fresh produce,Community Drive,47.2
1279,2025-06-27,Frozen,Community Drive,43.3
1280,2025-06-14,Frozen,Corporate Gift,33.6
1281,2025-04-13,Canned goods,Corporate Gift,25.8
1282,2025-02-11,Fresh produce,Supermarket Co,48.0
1283,2025-01-01,Beverages,Community Drive,8.1
1284,2025-02-15,Bakery,Individual,49.9
1285,2025-01-16,Fresh produce,Individual,29.2
1286,2025-08-27,Fresh produce,Community Drive,24.5
1287,2025-05-08,Fresh produce,Community Drive,48.6
1288,2025-01-10,Dry goods,Supermarket Co,12.0
1289,2025-08-10,Dairy,Corporate Gift,21.4
1290,2025-06-14,Bakery,Supermarket Co,48.9
1291,2025-03-19,Frozen,Supermarket Co,19.5
1292,2025-05-05,Beverages,Individual,26.2
1293,2025-07-08,Frozen,Community Drive,41.4
1294,2025-08-13,Dry goods,Local Farm,32.6
1295,2025-01-29,Dry goods,Community Drive,4.8
1296,2025-03-25,Dairy,Corporate Gift,44.3
1297,2025-07-31,Canned goods,Local Farm,11.9
1298,2025-02-02,Fresh produce,Individual,22.8
1299,2025-08-08,Frozen,Community Drive,24.8
1300,2025-08-24,Canned goods,Individual,43.5
1301,2025-04-15,Beverages,Individual,24.6
1302,2025-02-11,Dairy,Corporate Gift,4.1
1303,2025-05-20,Beverages,Local Farm,30.6
1304,2025-06-23,Dairy,Corporate Gift,49.5
1305,2025-08-31,Fresh produce,Corporate Gift,44.1
1306,2025-01-18,Dairy,Local Farm,36.1
1307,2025-08-24,Dry goods,Local Farm,5.2
1308,2025-02-28,Beverages,Supermarket Co,26.3
1309,2025-06-21,Frozen,Local Farm,29.4
1310,2025-08-06,Dry goods,Local Farm,35.6
1311,2025-05-24,Dry goods,Local Farm,6.5
1312,2025-04-01,Dairy,Local Farm,8.8
1313,2025-06-13,Bakery,Corporate Gift,21.0
1314,2025-05-27,Bakery,Individual,48.8
1315,2025-04-03,Bakery,Supermarket Co,32.4
1316,2025-08-11,Dry goods,Community Drive,17.4
1317,2025-05-12,Bakery,Local Farm,39.1
1318,2025-01-08,Dry goods,Local Farm,26.5
1319,2025-01-21,Fresh produce,Community Drive,12.7
1320,2025-04-19,Beverages,Supermarket Co,3.3
1321,2025-01-15,Bakery,Local Farm,2.6
1322,2025-01-18,Beverages,Supermarket Co,9.0
1323,2025-06-22,Dry goods,Community Drive,13.6
1324,2025-05-27,Canned goods,Individual,1.6
1325,2025-04-01,Dairy,Local Farm,9.2
1326,2025-04-16,Dry goods,Community Drive,42.3
1327,2025-08-20,Bakery,Supermarket Co,29.4
1328,2025-04-13,Bakery,Local Farm,24.6
1329,2025-02-14,Beverages,Supermarket Co,8.2
1330,2025-06-13,Dry goods,Local Farm,20.6
1331,2025-04-19,Dry goods,Individual,15.7
1332,2025-06-17,Bakery,Individual,38.6
1333,2025-07-27,Fresh produce,Community Drive,36.5
1334,2025-02-27,Beverages,Corporate Gift,1.7
1335,2025-04-29,Frozen,Community Drive,36.3
1336,2025-04-19,Dry goods,Corporate Gift,27.6
1337,2025-05-25,Canned goods,Corporate Gift,5.7
1338,2025-02-26,Fresh produce,Individual,14.3
1339,2025-04-15,Frozen,Supermarket Co,6.6
1340,2025-02-12,Bakery,Individual,12.1
1341,2025-01-04,Dairy,Community Drive,1.7
1342,2025-03-27,Bakery,Corporate Gift,45.7
1343,2025-01-14,Dairy,Supermarket Co,42.5
1344,2025-04-08,Frozen,Supermarket Co,22.5
1345,2025-02-18,Fresh produce,Supermarket Co,48.1
1346,2025-07-15,Canned goods,Local Farm,44.8
1347,2025-03-10,Beverages,Corporate Gift,33.3
1348,2025-06-08,Dry goods,Individual,35.0
1349,2025-02-04,Dry goods,Corporate Gift,21.1
1350,2025-07-14,Beverages,Corporate Gift,18.7
1351,2025-05-03,Dairy,Community Drive,10.2
1352,2025-03-10,Frozen,Corporate Gift,36.4
1353,2025-05-28,Dry goods,Corporate Gift,48.9
1354,2025-05-20,Dairy,Local Farm,39.9
1355,2025-08-30,Dry goods,Individual,46.0
1356,2025-03-10,Beverages,Supermarket Co,23.8
1357,2025-01-23,Dairy,Community Drive,25.5
1358,2025-01-14,Dairy,Community Drive,3.1
1359,2025-08-25,Dry goods,Local Farm,4.6
1360,2025-02-12,Canned goods,Individual,4.4
1361,2025-08-31,Canned goods,Individual,49.2
1362,2025-01-02,Bakery,Individual,47.7
1363,2025-02-17,Bakery,Local Farm,47.0
1364,2025-07-21,Dry goods,Local Farm,48.2
1365,2025-02-14,Dairy,Community Drive,37.8
1366,2025-08-06,Beverages,Corporate Gift,4.2
1367,2025-08-26,Dairy,Individual,43.3
1368,2025-03-23,Bakery,Corporate Gift,45.4
1369,2025-01-14,Dairy,Corporate Gift,6.9
1370,2025-08-15,Dairy,Local Farm,44.1
1371,2025-08-14,Dairy,Community Drive,30.5
1372,2025-02-10,Bakery,Supermarket Co,41.1
1373,2025-02-19,Frozen,Supermarket Co,22.8
1374,2025-07-10,Beverages,Corporate Gift,6.3
1375,2025-07-30,Fresh produce,Community Drive,19.9
1376,2025-04-27,Frozen,Supermarket Co,42.4
1377,2025-08-24,Beverages,Individual,3.2
1378,2025-03-23,Dry goods,Supermarket Co,45.0
1379,2025-02-11,Canned goods,Community Drive,18.2
1380,2025-06-06,Bakery,Local Farm,9.9
1381,2025-06-23,Fresh produce,Corporate Gift,6.6
1382,2025-04-27,Dairy,Corporate Gift,22.3
1383,2025-07-07,Beverages,Individual,26.1
1384,2025-05-08,Dry goods,Local Farm,38.7
1385,2025-03-15,Canned goods,Individual,20.8
1386,2025-05-25,Dry goods,Corporate Gift,22.2
1387,2025-01-13,Frozen,Individual,9.6
1388,2025-02-13,Canned goods,Local Farm,29.0
1389,2025-05-11,Frozen,Community Drive,36.4
1390,2025-08-29,Canned goods,Local Farm,23.7
1391,2025-07-10,Dairy,Supermarket Co,9.6
1392,2025-06-04,Fresh produce,Community Drive,38.0
1393,2025-01-11,Dry goods,Individual,38.9
1394,2025-01-07,Bakery,Supermarket Co,20.7
1395,2025-09-05,Dry goods,Community Drive,36.2
1396,2025-05-16,Dairy,Supermarket Co,20.2
1397,2025-06-30,Beverages,Local Farm,36.7
1398,2025-04-21,Fresh produce,Individual,34.0
1399,2025-03-04,Bakery,Individual,10.3
1400,2025-08-26,Fresh produce,Supermarket Co,36.8
1401,2025-01-12,Frozen,Individual,10.4
1402,2025-08-10,Canned goods,Individual,24.5
1403,2025-02-20,Bakery,Individual,37.7
1404,2025-05-30,Canned goods,Supermarket Co,13.0
1405,2025-02-07,Bakery,Supermarket Co,45.8
1406,2025-07-05,Dairy,Supermarket Co,4.7
1407,2025-07-14,Canned goods,Individual,20.6
1408,2025-07-04,Dairy,Supermarket Co,37.6
1409,2025-05-10,Fresh produce,Community Drive,8.4
1410,2025-04-23,Frozen,Community Drive,45.5
1411,2025-08-05,Frozen,Individual,30.9
1412,2025-01-23,Bakery,Local Farm,5.8
1413,2025-04-16,Fresh produce,Individual,26.2
1414,2025-02-11,Dry goods,Supermarket Co,29.0
1415,2025-06-12,Fresh produce,Community Drive,12.2
1416,2025-05-10,Bakery,Individual,43.7
1417,2025-07-17,Bakery,Supermarket Co,21.1
1418,2025-06-06,Frozen,Individual,4.0
1419,2025-04-06,Fresh produce,Community Drive,14.1
1420,2025-08-30,Dairy,Community Drive,3.0
1421,2025-05-14,Dry goods,Individual,12.3
1422,2025-08-14,Frozen,Local Farm,4.3
1423,2025-01-30,Dry goods,Community Drive,12.6
1424,2025-05-09,Beverages,Community Drive,42.8
1425,2025-02-13,Dairy,Individual,1.9
1426,2025-07-10,Beverages,Local Farm,6.4
1427,2025-04-14,Fresh produce,Supermarket Co,9.8
1428,2025-04-26,Dairy,Corporate Gift,41.4
1429,2025-06-22,Bakery,Individual,26.8
1430,2025-05-08,Dry goods,Community Drive,7.8
1431,2025-03-17,Beverages,Individual,48.8
1432,2025-06-29,Frozen,Local Farm,17.2
1433,2025-06-25,Dry goods,Corporate Gift,6.4
1434,2025-01-27,Bakery,Supermarket Co,6.6
1435,2025-09-03,Canned goods,Corporate Gift,37.6
1436,2025-02-03,Beverages,Individual,43.1
1437,2025-08-08,Canned goods,Local Farm,5.9
1438,2025-08-06,Dairy,Supermarket Co,39.1
1439,2025-03-31,Frozen,Supermarket Co,35.8
1440,2025-08-14,Frozen,Individual,13.2
1441,2025-03-23,Fresh produce,Local Farm,32.7
1442,2025-08-23,Dry goods,Community Drive,28.2
1443,2025-06-17,Beverages,Individual,28.1
1444,2025-05-06,Fresh produce,Corporate Gift,47.0
1445,2025-06-15,Dairy,Individual,10.0
1446,2025-04-17,Bakery,Community Drive,23.4
1447,2025-07-04,Frozen,Community Drive,7.0
1448,2025-02-15,Bakery,Community Drive,46.7
1449,2025-04-06,Dairy,Local Farm,41.6
1450,2025-04-08,Bakery,Community Drive,45.6
1451,2025-01-25,Bakery,Corporate Gift,10.6
1452,2025-08-22,Dry goods,Community Drive,36.5
1453,2025-02-01,Beverages,Corporate Gift,33.5
1454,2025-08-09,Dry goods,Community Drive,42.5
1455,2025-04-05,Bakery,Community Drive,15.9
1456,2025-03-10,Dairy,Community Drive,11.7
1457,2025-07-25,Beverages,Corporate Gift,20.8
1458,2025-01-09,Canned goods,Local Farm,44.9
1459,2025-08-25,Dry goods,Local Farm,31.2
1460,2025-01-07,Bakery,Community Drive,47.0
1461,2025-05-14,Canned goods,Supermarket Co,36.5
1462,2025-05-11,Bakery,Individual,16.0
1463,2025-08-07,Dry goods,Supermarket Co,44.0
1464,2025-02-02,Bakery,Local Farm,23.4
1465,2025-07-17,Beverages,Individual,2.9
1466,2025-05-23,Fresh produce,Community Drive,49.8
1467,2025-04-29,Dairy,Supermarket Co,30.8
1468,2025-05-19,Frozen,Supermarket Co,49.7
1469,2025-03-11,Beverages,Corporate Gift,46.0
1470,2025-01-29,Bakery,Community Drive,7.4
1471,2025-06-06,Fresh produce,Local Farm,38.8
1472,2025-06-07,Dairy,Local Farm,34.3
1473,2025-08-17,Dry goods,Supermarket Co,17.0
1474,2025-07-08,Dairy,Community Drive,35.2
1475,2025-05-11,Frozen,Corporate Gift,4.2
1476,2025-05-01,Frozen,Community Drive,22.3
1477,2025-06-15,Bakery,Local Farm,1.2
1478,2025-03-14,Canned goods,Community Drive,48.8
1479,2025-04-12,Fresh produce,Supermarket Co,21.5
1480,2025-06-20,Dry goods,Supermarket Co,19.8
1481,2025-06-05,Bakery,Local Farm,9.2
1482,2025-02-11,Frozen,Individual,15.9
1483,2025-04-06,Fresh produce,Individual,18.0
1484,2025-09-05,Dry goods,Supermarket Co,16.2
1485,2025-08-08,Fresh produce,Supermarket Co,15.7
1486,2025-04-28,Canned goods,Community Drive,42.4
1487,2025-06-10,Frozen,Corporate Gift,28.3
1488,2025-06-18,Beverages,Individual,30.4
1489,2025-01-17,Canned goods,Community Drive,16.8
1490,2025-05-29,Fresh produce,Community Drive,18.2
1491,2025-04-22,Dairy,Supermarket Co,12.5
1492,2025-08-25,Beverages,Local Farm,22.9
1493,2025-04-10,Bakery,Corporate Gift,3.4
1494,2025-03-18,Dairy,Individual,32.6
1495,2025-05-13,Bakery,Supermarket Co,23.6
1496,2025-02-27,Fresh produce,Supermarket Co,21.3
1497,2025-06-10,Bakery,Supermarket Co,49.7
1498,2025-03-07,Bakery,Supermarket Co,48.4
1499,2025-08-08,Frozen,Supermarket Co,18.4
1500,2025-01-09,Frozen,Corporate Gift,19.0
1501,2025-01-30,Canned goods,Individual,43.9
1502,2025-03-13,Bakery,Supermarket Co,12.2
1503,2025-01-18,Dry goods,Local Farm,25.2
1504,2025-08-08,Beverages,Individual,26.0
1505,2025-01-10,Frozen,Individual,7.3
1506,2025-08-08,Frozen,Local Farm,30.7
1507,2025-07-26,Canned goods,Corporate Gift,10.9
1508,2025-06-08,Bakery,Supermarket Co,19.9
1509,2025-05-29,Fresh produce,Corporate Gift,49.6
1510,2025-04-07,Dry goods,Individual,40.7
1511,2025-07-12,Frozen,Individual,18.7
1512,2025-06-18,Dairy,Supermarket Co,30.6
1513,2025-07-16,Bakery,Supermarket Co,18.8
1514,2025-06-17,Bakery,Corporate Gift,24.0
1515,2025-02-15,Canned goods,Individual,49.7
1516,2025-06-05,Dairy,Supermarket Co,25.8
1517,2025-02-09,Frozen,Local Farm,13.7
1518,2025-03-30,Bakery,Corporate Gift,47.5
1519,2025-03-06,Dry goods,Corporate Gift,16.2
1520,2025-03-09,Frozen,Supermarket Co,28.1
1521,2025-05-13,Beverages,Individual,47.0
1522,2025-05-13,Frozen,Individual,32.6
1523,2025-01-18,Beverages,Local Farm,34.6
1524,2025-02-24,Dry goods,Local Farm,41.8
1525,2025-04-08,Frozen,Supermarket Co,17.7
1526,2025-01-12,Dairy,Supermarket Co,9.1
1527,2025-06-13,Fresh produce,Supermarket Co,21.7
1528,2025-04-16,Beverages,Supermarket Co,47.9
1529,2025-04-26,Bakery,Individual,42.9
1530,2025-07-30,Dairy,Corporate Gift,21.7
1531,2025-01-12,Fresh produce,Supermarket Co,7.7
1532,2025-03-05,Bakery,Supermarket Co,48.5
1533,2025-09-07,Fresh produce,Corporate Gift,31.6
1534,2025-03-23,Bakery,Supermarket Co,33.3
1535,2025-04-01,Canned goods,Community Drive,7.1
1536,2025-03-14,Frozen,Community Drive,12.6
1537,2025-03-14,Bakery,Individual,33.1
1538,2025-04-12,Dry goods,Local Farm,31.9
1539,2025-04-11,Fresh produce,Supermarket Co,8.5
1540,2025-01-02,Frozen,Corporate Gift,10.6
1541,2025-06-10,Fresh produce,Corporate Gift,32.8
1542,2025-03-12,Dry goods,Individual,47.4
1543,2025-02-13,Bakery,Supermarket Co,33.2
1544,2025-07-07,Fresh produce,Community Drive,3.3
1545,2025-03-05,Bakery,Supermarket Co,30.0
1546,2025-08-26,Frozen,Community Drive,48.3
1547,2025-01-15,Frozen,Individual,5.8
1548,2025-02-03,Canned goods,Community Drive,1.4
1549,2025-05-08,Canned goods,Supermarket Co,10.3
1550,2025-02-10,Frozen,Supermarket Co,9.6
1551,2025-07-19,Beverages,Individual,11.9
1552,2025-05-29,Fresh produce,Individual,22.7
1553,2025-06-03,Fresh produce,Community Drive,44.9
1554,2025-05-25,Beverages,Individual,28.5
1555,2025-04-13,Dairy,Corporate Gift,40.8
1556,2025-04-19,Canned goods,Local Farm,3.4
1557,2025-08-19,Dairy,Individual,30.0
1558,2025-06-10,Dairy,Corporate Gift,41.0
1559,2025-05-12,Beverages,Community Drive,14.8
1560,2025-05-16,Canned goods,Individual,39.0
1561,2025-02-20,Frozen,Local Farm,37.5
1562,2025-07-10,Frozen,Individual,41.5
1563,2025-02-14,Dry goods,Individual,39.9
1564,2025-06-08,Frozen,Corporate Gift,18.0
1565,2025-08-10,Dairy,Supermarket Co,41.0
1566,2025-08-24,Dry goods,Supermarket Co,47.3
1567,2025-02-15,Dairy,Supermarket Co,37.2
1568,2025-03-16,Beverages,Supermarket Co,43.8
1569,2025-07-25,Fresh produce,Individual,29.7
1570,2025-02-04,Canned goods,Supermarket Co,47.0
1571,2025-02-01,Fresh produce,Community Drive,48.1
1572,2025-07-31,Bakery,Supermarket Co,11.9
1573,2025-03-10,Frozen,Local Farm,7.2
1574,2025-06-17,Beverages,Individual,33.7
1575,2025-04-04,Bakery,Local Farm,16.7
1576,2025-05-30,Dry goods,Corporate Gift,25.7
1577,2025-04-25,Bakery,Supermarket Co,26.1
1578,2025-03-06,Dry goods,Corporate Gift,45.9
1579,2025-03-08,Dairy,Community Drive,12.6
1580,2025-05-01,Beverages,Corporate Gift,19.3
1581,2025-02-24,Frozen,Corporate Gift,35.1
1582,2025-01-30,Canned goods,Community Drive,5.7
1583,2025-01-31,Fresh produce,Corporate Gift,37.8
1584,2025-02-11,Beverages,Supermarket Co,46.5
1585,2025-09-03,Dry goods,Corporate Gift,7.4
1586,2025-05-12,Frozen,Community Drive,5.6
1587,2025-01-11,Fresh produce,Individual,46.6
1588,2025-06-29,Beverages,Corporate Gift,48.7
1589,2025-01-08,Bakery,Corporate Gift,31.9
1590,2025-07-06,Dairy,Supermarket Co,19.5
1591,2025-05-01,Beverages,Corporate Gift,35.0
1592,2025-05-19,Dairy,Community Drive,34.4
1593,2025-01-30,Fresh produce,Community Drive,48.8
1594,2025-07-14,Dairy,Corporate Gift,35.9
1595,2025-02-13,Beverages,Local Farm,44.9
1596,2025-04-18,Beverages,Community Drive,27.1
1597,2025-03-12,Frozen,Supermarket Co,38.9
1598,2025-05-29,Fresh produce,Individual,43.8
1599,2025-02-07,Canned goods,Local Farm,47.8
1600,2025-07-23,Dairy,Supermarket Co,15.4
1601,2025-07-01,Bakery,Community Drive,19.4
1602,2025-07-31,Beverages,Community Drive,40.5
1603,2025-04-06,Dry goods,Supermarket Co,46.3
1604,2025-06-29,Frozen,Individual,30.5
1605,2025-07-13,Fresh produce,Individual,19.7
1606,2025-08-23,Bakery,Corporate Gift,10.9
1607,2025-06-27,Dry goods,Community Drive,44.2
1608,2025-07-19,Dry goods,Corporate Gift,27.8
1609,2025-03-15,Canned goods,Local Farm,42.3
1610,2025-05-22,Dry goods,Community Drive,28.3
1611,2025-07-20,Beverages,Local Farm,35.5
1612,2025-04-16,Beverages,Individual,34.7
1613,2025-02-08,Frozen,Corporate Gift,20.1
1614,2025-03-20,Dry goods,Community Drive,5.7
1615,2025-03-28,Dairy,Corporate Gift,11.8
1616,2025-04-17,Beverages,Local Farm,25.5
1617,2025-05-05,Fresh produce,Individual,5.7
1618,2025-04-06,Canned goods,Individual,21.2
1619,2025-03-19,Frozen,Corporate Gift,10.9
1620,2025-05-07,Frozen,Corporate Gift,27.0
1621,2025-01-06,Bakery,Individual,35.9
1622,2025-08-08,Dairy,Local Farm,40.1
1623,2025-03-19,Bakery,Supermarket Co,24.0
1624,2025-02-13,Bakery,Corporate Gift,8.3
1625,2025-08-04,Dairy,Individual,25.4
1626,2025-08-21,Bakery,Community Drive,16.2
1627,2025-04-10,Dry goods,Local Farm,16.6
1628,2025-02-06,Canned goods,Supermarket Co,14.2
1629,2025-04-23,Bakery,Local Farm,29.3
1630,2025-02-09,Canned goods,Corporate Gift,4.5
1631,2025-08-08,Beverages,Supermarket Co,23.6
1632,2025-05-17,Bakery,Community Drive,27.1
1633,2025-06-17,Bakery,Supermarket Co,25.6
1634,2025-07-01,Dairy,Community Drive,30.4
1635,2025-06-28,Beverages,Corporate Gift,45.9
1636,2025-06-10,Fresh produce,Supermarket Co,35.1
1637,2025-03-26,Canned goods,Supermarket Co,24.9
1638,2025-06-24,Fresh produce,Community Drive,36.7
1639,2025-04-20,Bakery,Individual,43.1
1640,2025-01-20,Fresh produce,Supermarket Co,45.0
1641,2025-06-11,Beverages,Supermarket Co,20.6
1642,2025-03-17,Canned goods,Community Drive,7.3
1643,2025-08-11,Beverages,Corporate Gift,45.4
1644,2025-05-16,Dairy,Corporate Gift,46.4
1645,2025-02-06,Fresh produce,Community Drive,25.2
1646,2025-03-28,Canned goods,Individual,1.7
1647,2025-02-05,Beverages,Local Farm,7.1
1648,2025-03-12,Bakery,Individual,5.9
1649,2025-09-04,Beverages,Local Farm,39.2
1650,2025-08-29,Bakery,Local Farm,48.6
1651,2025-02-28,Beverages,Local Farm,8.2
1652,2025-04-25,Beverages,Local Farm,36.8
1653,2025-05-26,Fresh produce,Supermarket Co,46.0
1654,2025-01-30,Dairy,Supermarket Co,36.0
1655,2025-03-08,Bakery,Individual,20.0
1656,2025-08-11,Bakery,Supermarket Co,34.1
1657,2025-08-15,Fresh produce,Community Drive,2.8
1658,2025-07-03,Beverages,Corporate Gift,4.9
1659,2025-06-19,Fresh produce,Supermarket Co,47.5
1660,2025-06-06,Canned goods,Local Farm,16.3
1661,2025-01-22,Beverages,Community Drive,38.8
1662,2025-06-04,Canned goods,Corporate Gift,49.7
1663,2025-04-01,Canned goods,Community Drive,36.1
1664,2025-01-16,Fresh produce,Community Drive,29.5
1665,2025-01-07,Dairy,Supermarket Co,8.5
1666,2025-05-13,Canned goods,Community Drive,14.5
1667,2025-01-14,Bakery,Local Farm,20.1
1668,2025-01-09,Dry goods,Corporate Gift,4.7
1669,2025-03-02,Bakery,Community Drive,6.7
1670,2025-04-05,Dry goods,Local Farm,12.6
1671,2025-05-28,Beverages,Community Drive,43.0
1672,2025-02-09,Dry goods,Supermarket Co,46.8
1673,2025-03-15,Frozen,Local Farm,24.1
1674,2025-03-10,Canned goods,Individual,17.1
1675,2025-01-27,Canned goods,Local Farm,33.6
1676,2025-06-14,Dairy,Individual,44.4
1677,2025-08-17,Canned goods,Community Drive,16.6
1678,2025-01-12,Beverages,Individual,42.4
1679,2025-05-19,Bakery,Corporate Gift,38.8
1680,2025-03-26,Beverages,Local Farm,30.4
1681,2025-08-25,Fresh produce,Community Drive,44.3
1682,2025-03-29,Canned goods,Supermarket Co,43.8
1683,2025-06-09,Beverages,Corporate Gift,49.5
1684,2025-03-24,Canned goods,Corporate Gift,25.0
1685,2025-04-08,Beverages,Corporate Gift,4.7
1686,2025-01-21,Frozen,Supermarket Co,6.0
1687,2025-02-02,Beverages,Supermarket Co,11.2
1688,2025-07-05,Dry goods,Individual,12.4
1689,2025-03-12,Dry goods,Local Farm,41.4
1690,2025-02-07,Frozen,Supermarket Co,45.0
1691,2025-03-11,Fresh produce,Corporate Gift,38.2
1692,2025-05-28,Beverages,Individual,10.5
1693,2025-07-12,Bakery,Supermarket Co,23.4
1694,2025-04-27,Dry goods,Local Farm,7.5
1695,2025-03-02,Frozen,Local Farm,42.9
1696,2025-04-11,Bakery,Corporate Gift,39.0
1697,2025-08-26,Frozen,Corporate Gift,31.8
1698,2025-05-11,Dry goods,Corporate Gift,14.7
1699,2025-02-08,Bakery,Community Drive,21.0
1700,2025-07-06,Dry goods,Local Farm,39.3
1701,2025-07-05,Canned goods,Corporate Gift,16.7
1702,2025-02-19,Dairy,Supermarket Co,15.4
1703,2025-01-04,Dairy,Individual,37.7
1704,2025-03-08,Fresh produce,Individual,40.3
1705,2025-05-09,Dry goods,Individual,19.1
1706,2025-08-06,Beverages,Individual,47.4
1707,2025-05-10,Dairy,Local Farm,4.1
1708,2025-07-03,Dry goods,Individual,33.2
1709,2025-03-18,Bakery,Corporate Gift,47.6
